id,company_id/id,location_id/id,storage_category_id/id,active,posx,posy,posz,usage,barcode,removal_priority,name
marin.stock_location_5032,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Interwarehouse transit: SJN-LOM
marin.stock_location_5033,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Interwarehouse transit: SNT-CDG
marin.stock_location_5034,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit 3P: CDG
marin.stock_location_5035,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit 3P: MICH
marin.stock_location_5036,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit 3P: MOCH
marin.stock_location_5037,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit 3P: OBR
marin.stock_location_5038,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit 3P: SALT
marin.stock_location_5039,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: BAL
marin.stock_location_5040,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: CDG
marin.stock_location_5041,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: HMT
marin.stock_location_5042,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: LOM
marin.stock_location_5043,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: MICH
marin.stock_location_5044,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: MOCH
marin.stock_location_5045,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: OBR
marin.stock_location_5046,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: SALT
marin.stock_location_5047,marin.company_lmmr,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: SJN
marin.stock_location_5048,marin.company_lmmg,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit 3P: LMMG
marin.stock_location_5049,marin.company_lmmg,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: LMMG
marin.stock_location_5050,marin.company_society,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit 3P: XM
marin.stock_location_5051,marin.company_society,stock.stock_location_locations_virtual,,True,0,0,0,Transit Location,,10,Shipping transit we ship: XM
marin.stock_location_5052,marin.company_lmmr,marin.stock_location_1010,,True,0,0,0,Internal Location,,11,Mostrador y anaquel
marin.stock_location_5053,marin.company_lmmr,marin.stock_location_1018,,True,0,0,0,Internal Location,,11,Bodega tienda
marin.stock_location_5054,marin.company_lmmr,marin.stock_location_1018,,True,0,0,0,Internal Location,,10,Mostrador y anaquel
marin.stock_location_5055,marin.company_lmmr,marin.stock_location_1018,,True,0,0,0,Internal Location,,13,Sotano
marin.stock_location_5056,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,Internal Location,CDG-OFFICE,10000,Oficina
marin.stock_location_5057,marin.company_lmmr,marin.stock_location_1026,,True,1,-1,1,Internal Location,CDG-PATIO1,3000,Patio1
marin.stock_location_5058,marin.company_lmmr,marin.stock_location_1026,,True,12,-1,1,Internal Location,CDG-PATIO2,3000,Patio2
marin.stock_location_5059,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,View,,10,R1
marin.stock_location_5060,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,View,,10,R2
marin.stock_location_5061,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,View,,10,R3
marin.stock_location_5062,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,View,,10,R4
marin.stock_location_5063,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,View,,10,R5
marin.stock_location_5064,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,View,,10,R6
marin.stock_location_5065,marin.company_lmmr,marin.stock_location_1026,,True,0,0,0,View,,10,R7
marin.stock_location_5066,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,1,1,Internal Location,CDG-R1F01N1,1101,R1F01N1
marin.stock_location_5067,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,1,2,Internal Location,CDG-R1F01N2,1102,R1F01N2
marin.stock_location_5068,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,1,3,Internal Location,CDG-R1F01N3,1103,R1F01N3
marin.stock_location_5069,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,2,1,Internal Location,CDG-R1F02N1,1111,R1F02N1
marin.stock_location_5070,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,2,2,Internal Location,CDG-R1F02N2,1112,R1F02N2
marin.stock_location_5071,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,2,3,Internal Location,CDG-R1F02N3,1113,R1F02N3
marin.stock_location_5072,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,3,1,Internal Location,CDG-R1F03N1,1122,R1F03N1
marin.stock_location_5073,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,3,2,Internal Location,CDG-R1F03N2,1123,R1F03N2
marin.stock_location_5074,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,3,3,Internal Location,CDG-R1F03N3,1124,R1F03N3
marin.stock_location_5075,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,4,1,Internal Location,CDG-R1F04N1,1133,R1F04N1
marin.stock_location_5076,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,4,2,Internal Location,CDG-R1F04N2,1134,R1F04N2
marin.stock_location_5077,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,4,3,Internal Location,CDG-R1F04N3,1135,R1F04N3
marin.stock_location_5078,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,5,1,Internal Location,CDG-R1F05N1,1144,R1F05N1
marin.stock_location_5079,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,5,2,Internal Location,CDG-R1F05N2,1145,R1F05N2
marin.stock_location_5080,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,5,3,Internal Location,CDG-R1F05N3,1146,R1F05N3
marin.stock_location_5081,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,6,1,Internal Location,CDG-R1F06N1,1155,R1F06N1
marin.stock_location_5082,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,6,2,Internal Location,CDG-R1F06N2,1156,R1F06N2
marin.stock_location_5083,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,6,3,Internal Location,CDG-R1F06N3,1157,R1F06N3
marin.stock_location_5084,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,7,1,Internal Location,CDG-R1F07N1,1166,R1F07N1
marin.stock_location_5085,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,7,2,Internal Location,CDG-R1F07N2,1167,R1F07N2
marin.stock_location_5086,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,7,3,Internal Location,CDG-R1F07N3,1168,R1F07N3
marin.stock_location_5087,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,8,1,Internal Location,CDG-R1F08N1,1177,R1F08N1
marin.stock_location_5088,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,8,2,Internal Location,CDG-R1F08N2,1178,R1F08N2
marin.stock_location_5089,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,8,3,Internal Location,CDG-R1F08N3,1179,R1F08N3
marin.stock_location_5090,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,9,1,Internal Location,CDG-R1F09N1,1188,R1F09N1
marin.stock_location_5091,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,9,2,Internal Location,CDG-R1F09N2,1189,R1F09N2
marin.stock_location_5092,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,9,3,Internal Location,CDG-R1F09N3,1190,R1F09N3
marin.stock_location_5093,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,10,1,Internal Location,CDG-R1F10N1,1199,R1F10N1
marin.stock_location_5094,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,10,2,Internal Location,CDG-R1F10N2,1200,R1F10N2
marin.stock_location_5095,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,10,3,Internal Location,CDG-R1F10N3,1201,R1F10N3
marin.stock_location_5096,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,11,1,Internal Location,CDG-R1F11N1,1210,R1F11N1
marin.stock_location_5097,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,11,2,Internal Location,CDG-R1F11N2,1211,R1F11N2
marin.stock_location_5098,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,11,3,Internal Location,CDG-R1F11N3,1212,R1F11N3
marin.stock_location_5099,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,12,1,Internal Location,CDG-R1F12N1,1221,R1F12N1
marin.stock_location_5100,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,12,2,Internal Location,CDG-R1F12N2,1222,R1F12N2
marin.stock_location_5101,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,12,3,Internal Location,CDG-R1F12N3,1223,R1F12N3
marin.stock_location_5102,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,13,1,Internal Location,CDG-R1F13N1,1232,R1F13N1
marin.stock_location_5103,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,13,2,Internal Location,CDG-R1F13N2,1233,R1F13N2
marin.stock_location_5104,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,13,3,Internal Location,CDG-R1F13N3,1234,R1F13N3
marin.stock_location_5105,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,14,1,Internal Location,CDG-R1F14N1,1243,R1F14N1
marin.stock_location_5106,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,14,2,Internal Location,CDG-R1F14N2,1244,R1F14N2
marin.stock_location_5107,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,14,3,Internal Location,CDG-R1F14N3,1245,R1F14N3
marin.stock_location_5108,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,15,1,Internal Location,CDG-R1F15N1,1254,R1F15N1
marin.stock_location_5109,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,15,2,Internal Location,CDG-R1F15N2,1255,R1F15N2
marin.stock_location_5110,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,15,3,Internal Location,CDG-R1F15N3,1256,R1F15N3
marin.stock_location_5111,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,16,1,Internal Location,CDG-R1F16N1,1265,R1F16N1
marin.stock_location_5112,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,16,2,Internal Location,CDG-R1F16N2,1266,R1F16N2
marin.stock_location_5113,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,16,3,Internal Location,CDG-R1F16N3,1267,R1F16N3
marin.stock_location_5114,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,17,1,Internal Location,CDG-R1F17N1,1276,R1F17N1
marin.stock_location_5115,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,17,2,Internal Location,CDG-R1F17N2,1277,R1F17N2
marin.stock_location_5116,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,17,3,Internal Location,CDG-R1F17N3,1278,R1F17N3
marin.stock_location_5117,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,18,1,Internal Location,CDG-R1F18N1,1287,R1F18N1
marin.stock_location_5118,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,18,2,Internal Location,CDG-R1F18N2,1288,R1F18N2
marin.stock_location_5119,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,18,3,Internal Location,CDG-R1F18N3,1289,R1F18N3
marin.stock_location_5120,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,19,1,Internal Location,CDG-R1F19N1,1298,R1F19N1
marin.stock_location_5121,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,19,2,Internal Location,CDG-R1F19N2,1299,R1F19N2
marin.stock_location_5122,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,19,3,Internal Location,CDG-R1F19N3,1300,R1F19N3
marin.stock_location_5123,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,20,1,Internal Location,CDG-R1F20N1,1309,R1F20N1
marin.stock_location_5124,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,20,2,Internal Location,CDG-R1F20N2,1310,R1F20N2
marin.stock_location_5125,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,20,3,Internal Location,CDG-R1F20N3,1311,R1F20N3
marin.stock_location_5126,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,21,1,Internal Location,CDG-R1F21N1,1320,R1F21N1
marin.stock_location_5127,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,21,2,Internal Location,CDG-R1F21N2,1321,R1F21N2
marin.stock_location_5128,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,21,3,Internal Location,CDG-R1F21N3,1322,R1F21N3
marin.stock_location_5129,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,22,1,Internal Location,CDG-R1F22N1,1331,R1F22N1
marin.stock_location_5130,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,22,2,Internal Location,CDG-R1F22N2,1332,R1F22N2
marin.stock_location_5131,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,22,3,Internal Location,CDG-R1F22N3,1333,R1F22N3
marin.stock_location_5132,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,23,1,Internal Location,CDG-R1F23N1,1342,R1F23N1
marin.stock_location_5133,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,23,2,Internal Location,CDG-R1F23N2,1343,R1F23N2
marin.stock_location_5134,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,23,3,Internal Location,CDG-R1F23N3,1344,R1F23N3
marin.stock_location_5135,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,24,1,Internal Location,CDG-R1F24N1,1353,R1F24N1
marin.stock_location_5136,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,24,2,Internal Location,CDG-R1F24N2,1354,R1F24N2
marin.stock_location_5137,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,24,3,Internal Location,CDG-R1F24N3,1355,R1F24N3
marin.stock_location_5138,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,25,1,Internal Location,CDG-R1F25N1,1364,R1F25N1
marin.stock_location_5139,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,25,2,Internal Location,CDG-R1F25N2,1365,R1F25N2
marin.stock_location_5140,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,25,3,Internal Location,CDG-R1F25N3,1366,R1F25N3
marin.stock_location_5141,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,26,1,Internal Location,CDG-R1F26N1,1375,R1F26N1
marin.stock_location_5142,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,26,2,Internal Location,CDG-R1F26N2,1376,R1F26N2
marin.stock_location_5143,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,26,3,Internal Location,CDG-R1F26N3,1377,R1F26N3
marin.stock_location_5144,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,27,1,Internal Location,CDG-R1F27N1,1386,R1F27N1
marin.stock_location_5145,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,27,2,Internal Location,CDG-R1F27N2,1387,R1F27N2
marin.stock_location_5146,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,27,3,Internal Location,CDG-R1F27N3,1388,R1F27N3
marin.stock_location_5147,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,28,1,Internal Location,CDG-R1F28N1,1397,R1F28N1
marin.stock_location_5148,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,28,2,Internal Location,CDG-R1F28N2,1398,R1F28N2
marin.stock_location_5149,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,28,3,Internal Location,CDG-R1F28N3,1399,R1F28N3
marin.stock_location_5150,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,29,1,Internal Location,CDG-R1F29N1,1408,R1F29N1
marin.stock_location_5151,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,29,2,Internal Location,CDG-R1F29N2,1409,R1F29N2
marin.stock_location_5152,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,29,3,Internal Location,CDG-R1F29N3,1410,R1F29N3
marin.stock_location_5153,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,30,1,Internal Location,CDG-R1F30N1,1419,R1F30N1
marin.stock_location_5154,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,30,2,Internal Location,CDG-R1F30N2,1420,R1F30N2
marin.stock_location_5155,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,30,3,Internal Location,CDG-R1F30N3,1421,R1F30N3
marin.stock_location_5156,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,31,1,Internal Location,CDG-R1F31N1,1430,R1F31N1
marin.stock_location_5157,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,31,2,Internal Location,CDG-R1F31N2,1431,R1F31N2
marin.stock_location_5158,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,31,3,Internal Location,CDG-R1F31N3,1432,R1F31N3
marin.stock_location_5159,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,32,1,Internal Location,CDG-R1F32N1,1441,R1F32N1
marin.stock_location_5160,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,32,2,Internal Location,CDG-R1F32N2,1442,R1F32N2
marin.stock_location_5161,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,32,3,Internal Location,CDG-R1F32N3,1443,R1F32N3
marin.stock_location_5162,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,33,1,Internal Location,CDG-R1F33N1,1452,R1F33N1
marin.stock_location_5163,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,33,2,Internal Location,CDG-R1F33N2,1453,R1F33N2
marin.stock_location_5164,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,33,3,Internal Location,CDG-R1F33N3,1454,R1F33N3
marin.stock_location_5165,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_2,True,1,34,1,Internal Location,CDG-R1F34N1,1463,R1F34N1
marin.stock_location_5166,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_3,True,1,34,2,Internal Location,CDG-R1F34N2,1464,R1F34N2
marin.stock_location_5167,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_4,True,1,34,3,Internal Location,CDG-R1F34N3,1465,R1F34N3
marin.stock_location_5168,marin.company_lmmr,marin.stock_location_5059,marin.stock_storage_category_1,True,1,35,1,Internal Location,CDG-R1F35N1CISTERNA,9999,R1F35N1 - Cisterna
marin.stock_location_5169,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_2,True,4,13,1,Internal Location,CDG-R2F08N1,1191,R2F08N1
marin.stock_location_5170,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_3,True,4,13,2,Internal Location,CDG-R2F08N2,1192,R2F08N2
marin.stock_location_5171,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_4,True,4,13,3,Internal Location,CDG-R2F08N3,1193,R2F08N3
marin.stock_location_5172,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_2,True,4,13,1,Internal Location,CDG-R2F09N1,1194,R2F09N1
marin.stock_location_5173,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_3,True,4,13,2,Internal Location,CDG-R2F09N2,1195,R2F09N2
marin.stock_location_5174,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_4,True,4,13,3,Internal Location,CDG-R2F09N3,1196,R2F09N3
marin.stock_location_5175,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_2,True,4,13,1,Internal Location,CDG-R2F10N1,1224,R2F10N1
marin.stock_location_5176,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_3,True,4,13,2,Internal Location,CDG-R2F10N2,1225,R2F10N2
marin.stock_location_5177,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_4,True,4,13,3,Internal Location,CDG-R2F10N3,1226,R2F10N3
marin.stock_location_5178,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_2,True,4,13,1,Internal Location,CDG-R2F11N1,1235,R2F11N1
marin.stock_location_5179,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_3,True,4,13,2,Internal Location,CDG-R2F11N2,1236,R2F11N2
marin.stock_location_5180,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_4,True,4,13,3,Internal Location,CDG-R2F11N3,1237,R2F11N3
marin.stock_location_5181,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_2,True,4,13,1,Internal Location,CDG-R2F12N1,1246,R2F12N1
marin.stock_location_5182,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_3,True,4,13,2,Internal Location,CDG-R2F12N2,1247,R2F12N2
marin.stock_location_5183,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_4,True,4,13,3,Internal Location,CDG-R2F12N3,1248,R2F12N3
marin.stock_location_5184,marin.company_lmmr,marin.stock_location_5060,marin.stock_storage_category_2,True,4,13,1,Internal Location,CDG-R2F13N1,1257,R2F13N1
