id,company_id/id,location_id/id,storage_category_id/id,active,usage,barcode,removal_priority,name
stock_location_5034,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit 3P: CDG
stock_location_5035,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit 3P: MICH
stock_location_5036,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit 3P: MOCH
stock_location_5037,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit 3P: OBR
stock_location_5038,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit 3P: SALT
stock_location_5039,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: BAL
stock_location_5040,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: CDG
stock_location_5041,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: HMT
stock_location_5042,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: LOM
stock_location_5043,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: MICH
stock_location_5044,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: MOCH
stock_location_5045,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: OBR
stock_location_5046,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: SALT
stock_location_5047,marin_data.company_lmmr,,,True,Transit,,10,Shipping transit we ship: SJN
stock_location_5048,marin_data.company_lmmg,,,True,Transit,,10,Shipping transit 3P: LMMG
stock_location_5049,marin_data.company_lmmg,,,True,Transit,,10,Shipping transit we ship: LMMG
stock_location_5050,marin_data.company_society,,,True,Transit,,10,Shipping transit 3P: XM
stock_location_5051,marin_data.company_society,,,True,Transit,,10,Shipping transit we ship: XM
stock_location_5052,marin_data.company_lmmr,marin_data.stock_location_1010,,True,Internal,,11,Mostrador y anaquel
stock_location_5053,marin_data.company_lmmr,marin_data.stock_location_1018,,True,Internal,,11,Bodega tienda
stock_location_5054,marin_data.company_lmmr,marin_data.stock_location_1018,,True,Internal,,10,Mostrador y anaquel
stock_location_5055,marin_data.company_lmmr,marin_data.stock_location_1018,,True,Internal,,12,Sotano
stock_location_5056,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Internal,CDGOFFICE1,9998,Oficina 1
stock_location_5057,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Internal,CDGPATIO1,3000,Patio1
stock_location_5058,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Internal,CDGPATIOINT,3001,PatioInt
stock_location_5059,marin_data.company_lmmr,marin_data.stock_location_1025,marin_data.stock_storage_category_2,True,Internal,CDGDAMAGED,10000,Damaged
stock_location_5060,marin_data.company_lmmr,marin_data.stock_location_1026,marin_data.stock_storage_category_2,True,Internal,CDGSHELF,3002,Shelf
stock_location_5061,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Virtual,,10,R1
stock_location_5062,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Virtual,,10,R2
stock_location_5063,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Virtual,,10,R3
stock_location_5064,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Virtual,,10,R4
stock_location_5065,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Virtual,,10,R5
stock_location_5066,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Virtual,,10,R6
stock_location_5067,marin_data.company_lmmr,marin_data.stock_location_1026,,True,Virtual,,10,R7
stock_location_5068,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,,Internal,CDGR1F01N1,1101,R1F01N1
stock_location_5069,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,,Internal,CDGR1F01N2,1102,R1F01N2
stock_location_5070,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,,Internal,CDGR1F01N3,1103,R1F01N3
stock_location_5071,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,,Internal,CDGR1F02N1,1111,R1F02N1
stock_location_5072,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,,Internal,CDGR1F02N2,1112,R1F02N2
stock_location_5073,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,,Internal,CDGR1F02N3,1113,R1F02N3
stock_location_5074,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,,Internal,CDGR1F03N1,1122,R1F03N1
stock_location_5075,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,,Internal,CDGR1F03N2,1123,R1F03N2
stock_location_5076,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,,Internal,CDGR1F03N3,1124,R1F03N3
stock_location_5077,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,,Internal,CDGR1F04N1,1133,R1F04N1
stock_location_5078,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,,Internal,CDGR1F04N2,1134,R1F04N2
stock_location_5079,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,,Internal,CDGR1F04N3,1135,R1F04N3
stock_location_5080,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F05N1,1001,R1F05N1
stock_location_5081,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F05N2,1002,R1F05N2
stock_location_5082,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F05N3,1003,R1F05N3
stock_location_5083,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F06N1,1011,R1F06N1
stock_location_5084,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F06N2,1012,R1F06N2
stock_location_5085,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F06N3,1013,R1F06N3
stock_location_5086,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F07N1,1021,R1F07N1
stock_location_5087,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F07N2,1022,R1F07N2
stock_location_5088,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F07N3,1023,R1F07N3
stock_location_5089,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F08N1,1031,R1F08N1
stock_location_5090,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F08N2,1032,R1F08N2
stock_location_5091,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F08N3,1033,R1F08N3
stock_location_5092,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F09N1,1041,R1F09N1
stock_location_5093,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F09N2,1042,R1F09N2
stock_location_5094,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F09N3,1043,R1F09N3
stock_location_5095,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F10N1,1051,R1F10N1
stock_location_5096,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F10N2,1052,R1F10N2
stock_location_5097,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F10N3,1053,R1F10N3
stock_location_5098,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F11N1,1071,R1F11N1
stock_location_5099,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F11N2,1072,R1F11N2
stock_location_5100,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F11N3,1073,R1F11N3
stock_location_5101,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F12N1,1091,R1F12N1
stock_location_5102,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F12N2,1092,R1F12N2
stock_location_5103,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F12N3,1093,R1F12N3
stock_location_5104,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F13N1,1111,R1F13N1
stock_location_5105,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F13N2,1112,R1F13N2
stock_location_5106,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F13N3,1113,R1F13N3
stock_location_5107,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F14N1,1131,R1F14N1
stock_location_5108,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F14N2,1132,R1F14N2
stock_location_5109,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F14N3,1133,R1F14N3
stock_location_5110,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F15N1,1151,R1F15N1
stock_location_5111,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F15N2,1152,R1F15N2
stock_location_5112,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F15N3,1153,R1F15N3
stock_location_5113,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F16N1,1171,R1F16N1
stock_location_5114,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F16N2,1172,R1F16N2
stock_location_5115,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F16N3,1173,R1F16N3
stock_location_5116,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F17N1,1191,R1F17N1
stock_location_5117,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F17N2,1192,R1F17N2
stock_location_5118,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F17N3,1193,R1F17N3
stock_location_5119,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F18N1,1211,R1F18N1
stock_location_5120,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F18N2,1212,R1F18N2
stock_location_5121,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F18N3,1213,R1F18N3
stock_location_5122,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F19N1,1231,R1F19N1
stock_location_5123,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F19N2,1232,R1F19N2
stock_location_5124,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F19N3,1233,R1F19N3
stock_location_5125,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F20N1,1251,R1F20N1
stock_location_5126,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F20N2,1252,R1F20N2
stock_location_5127,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F20N3,1253,R1F20N3
stock_location_5128,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F21N1,1271,R1F21N1
stock_location_5129,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F21N2,1272,R1F21N2
stock_location_5130,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F21N3,1273,R1F21N3
stock_location_5131,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F22N1,1291,R1F22N1
stock_location_5132,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F22N2,1292,R1F22N2
stock_location_5133,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F22N3,1293,R1F22N3
stock_location_5134,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F23N1,1311,R1F23N1
stock_location_5135,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F23N2,1312,R1F23N2
stock_location_5136,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F23N3,1313,R1F23N3
stock_location_5137,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F24N1,1331,R1F24N1
stock_location_5138,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F24N2,1332,R1F24N2
stock_location_5139,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F24N3,1333,R1F24N3
stock_location_5140,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F25N1,1351,R1F25N1
stock_location_5141,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F25N2,1352,R1F25N2
stock_location_5142,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F25N3,1353,R1F25N3
stock_location_5143,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F26N1,1371,R1F26N1
stock_location_5144,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F26N2,1372,R1F26N2
stock_location_5145,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F26N3,1373,R1F26N3
stock_location_5146,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F27N1,1391,R1F27N1
stock_location_5147,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F27N2,1392,R1F27N2
stock_location_5148,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F27N3,1393,R1F27N3
stock_location_5149,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F28N1,1411,R1F28N1
stock_location_5150,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F28N2,1412,R1F28N2
stock_location_5151,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F28N3,1413,R1F28N3
stock_location_5152,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F29N1,1431,R1F29N1
stock_location_5153,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F29N2,1432,R1F29N2
stock_location_5154,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F29N3,1433,R1F29N3
stock_location_5155,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F30N1,1451,R1F30N1
stock_location_5156,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F30N2,1452,R1F30N2
stock_location_5157,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F30N3,1453,R1F30N3
stock_location_5158,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F31N1,1471,R1F31N1
stock_location_5159,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F31N2,1472,R1F31N2
stock_location_5160,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F31N3,1473,R1F31N3
stock_location_5161,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F32N1,1491,R1F32N1
stock_location_5162,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F32N2,1492,R1F32N2
stock_location_5163,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F32N3,1493,R1F32N3
stock_location_5164,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F33N1,1501,R1F33N1
stock_location_5165,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F33N2,1502,R1F33N2
stock_location_5166,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F33N3,1503,R1F33N3
stock_location_5167,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_2,True,Internal,CDGR1F34N1,1511,R1F34N1
stock_location_5168,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_3,True,Internal,CDGR1F34N2,1512,R1F34N2
stock_location_5169,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_4,True,Internal,CDGR1F34N3,1513,R1F34N3
stock_location_5170,marin_data.company_lmmr,marin_data.stock_location_5061,marin_data.stock_storage_category_1,True,Internal,CDGR1F35N1CISTERNA,2999,R1F35N1 - Cisterna
stock_location_5171,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,,Internal,CDGR2F08N1,1191,R2F08N1
stock_location_5172,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,,Internal,CDGR2F08N2,1192,R2F08N2
stock_location_5173,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,,Internal,CDGR2F08N3,1193,R2F08N3
stock_location_5174,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F09N1,1061,R2F09N1
stock_location_5175,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F09N2,1062,R2F09N2
stock_location_5176,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F09N3,1063,R2F09N3
stock_location_5177,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F10N1,1081,R2F10N1
stock_location_5178,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F10N2,1082,R2F10N2
stock_location_5179,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F10N3,1083,R2F10N3
stock_location_5180,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F11N1,1101,R2F11N1
stock_location_5181,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F11N2,1102,R2F11N2
stock_location_5182,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F11N3,1103,R2F11N3
stock_location_5183,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F12N1,1121,R2F12N1
stock_location_5184,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F12N2,1122,R2F12N2
stock_location_5185,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F12N3,1123,R2F12N3
stock_location_5186,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F13N1,1141,R2F13N1
stock_location_5187,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F13N2,1142,R2F13N2
stock_location_5188,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F13N3,1143,R2F13N3
stock_location_5189,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F14N1,1161,R2F14N1
stock_location_5190,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F14N2,1162,R2F14N2
stock_location_5191,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F14N3,1163,R2F14N3
stock_location_5192,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F15N1,1181,R2F15N1
stock_location_5193,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F15N2,1182,R2F15N2
stock_location_5194,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F15N3,1183,R2F15N3
stock_location_5195,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F16N1,1201,R2F16N1
stock_location_5196,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F16N2,1202,R2F16N2
stock_location_5197,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F16N3,1203,R2F16N3
stock_location_5198,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F17N1,1221,R2F17N1
stock_location_5199,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F17N2,1222,R2F17N2
stock_location_5200,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F17N3,1223,R2F17N3
stock_location_5201,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F18N1,1241,R2F18N1
stock_location_5202,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F18N2,1242,R2F18N2
stock_location_5203,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F18N3,1243,R2F18N3
stock_location_5204,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F19N1,1261,R2F19N1
stock_location_5205,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F19N2,1262,R2F19N2
stock_location_5206,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F19N3,1263,R2F19N3
stock_location_5207,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F20N1,1281,R2F20N1
stock_location_5208,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_3,True,Internal,CDGR2F20N2,1282,R2F20N2
stock_location_5209,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_4,True,Internal,CDGR2F20N3,1283,R2F20N3
stock_location_5210,marin_data.company_lmmr,marin_data.stock_location_5062,marin_data.stock_storage_category_2,True,Internal,CDGR2F21N1,1301,R2F21N1
