id,account_prefix,analytic_distribution,company_id/id,product_id/id,vehicle_id/id
analytic_distribution_model_1097,401.04.00,"{""1068"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1275,
analytic_distribution_model_1098,501.01.00,"{""1068"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1275,
analytic_distribution_model_1099,401.04.00,"{""1071"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1284,
analytic_distribution_model_1100,501.01.00,"{""1071"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1284,
analytic_distribution_model_1101,401.04.00,"{""1072"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1287,
analytic_distribution_model_1102,501.01.00,"{""1072"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1287,
analytic_distribution_model_1103,401.04.00,"{""1073"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1289,
analytic_distribution_model_1104,501.01.00,"{""1073"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1289,
analytic_distribution_model_1105,401.04.00,"{""1074"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1298,
analytic_distribution_model_1106,501.01.00,"{""1074"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1298,
analytic_distribution_model_1107,401.04.00,"{""1075"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1299,
analytic_distribution_model_1108,501.01.00,"{""1075"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1299,
analytic_distribution_model_1109,401.04.00,"{""1076"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1300,
analytic_distribution_model_1110,501.01.00,"{""1076"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1300,
analytic_distribution_model_1111,401.04.00,"{""1077"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1308,
analytic_distribution_model_1112,501.01.00,"{""1077"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1308,
analytic_distribution_model_1113,401.04.00,"{""1079"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1310,
analytic_distribution_model_1114,501.01.00,"{""1079"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1310,
analytic_distribution_model_1115,401.04.00,"{""1080"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1323,
analytic_distribution_model_1116,501.01.00,"{""1080"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1323,
analytic_distribution_model_1117,401.04.00,"{""1081"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1324,
analytic_distribution_model_1118,501.01.00,"{""1081"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1324,
analytic_distribution_model_1119,401.04.00,"{""1082"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1325,
analytic_distribution_model_1120,501.01.00,"{""1082"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1325,
analytic_distribution_model_1121,401.04.00,"{""1083,1061"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1326,
analytic_distribution_model_1122,501.01.00,"{""1083,1061"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1326,
analytic_distribution_model_1123,401.04.00,"{""1084"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1329,
analytic_distribution_model_1124,501.01.00,"{""1084"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1329,
analytic_distribution_model_1125,401.04.00,"{""1085"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1330,
analytic_distribution_model_1126,501.01.00,"{""1085"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1330,
analytic_distribution_model_1127,401.04.00,"{""1088"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1338,
analytic_distribution_model_1128,501.01.00,"{""1088"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1338,
analytic_distribution_model_1129,401.04.00,"{""1089"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1340,
analytic_distribution_model_1130,501.01.00,"{""1089"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1340,
analytic_distribution_model_1131,401.04.00,"{""1090"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1341,
analytic_distribution_model_1132,501.01.00,"{""1090"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1341,
analytic_distribution_model_1133,401.04.00,"{""1091"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1342,
analytic_distribution_model_1134,501.01.00,"{""1091"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1342,
analytic_distribution_model_1135,401.04.00,"{""1092"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1343,
analytic_distribution_model_1136,501.01.00,"{""1092"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1343,
analytic_distribution_model_1137,401.04.00,"{""1094"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1345,
analytic_distribution_model_1138,501.01.00,"{""1094"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1345,
analytic_distribution_model_1139,401.04.00,"{""1096"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1349,
analytic_distribution_model_1140,501.01.00,"{""1096"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1349,
analytic_distribution_model_1141,401.04.00,"{""1098"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1351,
analytic_distribution_model_1142,501.01.00,"{""1098"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1351,
analytic_distribution_model_1143,401.04.00,"{""1099"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1353,
analytic_distribution_model_1144,501.01.00,"{""1099"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1353,
analytic_distribution_model_1145,401.04.00,"{""1100"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1354,
analytic_distribution_model_1146,501.01.00,"{""1100"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1354,
analytic_distribution_model_1147,401.04.00,"{""1101"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1358,
analytic_distribution_model_1148,501.01.00,"{""1101"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1358,
analytic_distribution_model_1149,401.04.00,"{""1102"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1359,
analytic_distribution_model_1150,501.01.00,"{""1102"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1359,
analytic_distribution_model_1151,401.04.00,"{""1103"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1360,
analytic_distribution_model_1152,501.01.00,"{""1103"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1360,
analytic_distribution_model_1153,401.04.00,"{""1104"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1363,
analytic_distribution_model_1154,501.01.00,"{""1104"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1363,
analytic_distribution_model_1155,401.04.00,"{""1107"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1372,
analytic_distribution_model_1156,501.01.00,"{""1107"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1372,
analytic_distribution_model_1157,401.04.00,"{""1111"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1375,
analytic_distribution_model_1158,501.01.00,"{""1111"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1375,
analytic_distribution_model_1159,401.04.00,"{""1112"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1376,
analytic_distribution_model_1160,501.01.00,"{""1112"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1376,
analytic_distribution_model_1161,401.04.00,"{""1113"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1377,
analytic_distribution_model_1162,501.01.00,"{""1113"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1377,
analytic_distribution_model_1163,401.04.00,"{""1114"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1380,
analytic_distribution_model_1164,501.01.00,"{""1114"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1380,
analytic_distribution_model_1165,401.04.00,"{""1115"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1381,
analytic_distribution_model_1166,501.01.00,"{""1115"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1381,
analytic_distribution_model_1167,401.04.00,"{""1116"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1384,
analytic_distribution_model_1168,501.01.00,"{""1116"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1384,
analytic_distribution_model_1169,401.04.00,"{""1117"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1386,
analytic_distribution_model_1170,501.01.00,"{""1117"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1386,
analytic_distribution_model_1171,401.04.00,"{""1118"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1387,
analytic_distribution_model_1172,501.01.00,"{""1118"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1387,
analytic_distribution_model_1173,401.04.00,"{""1124"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1397,
analytic_distribution_model_1174,501.01.00,"{""1124"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1397,
analytic_distribution_model_1175,401.04.00,"{""1125"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1398,
analytic_distribution_model_1176,501.01.00,"{""1125"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1398,
analytic_distribution_model_1177,401.04.00,"{""1126"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1399,
analytic_distribution_model_1178,501.01.00,"{""1126"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1399,
analytic_distribution_model_1179,401.04.00,"{""1127"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1400,
analytic_distribution_model_1180,501.01.00,"{""1127"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1400,
analytic_distribution_model_1181,401.04.00,"{""1128"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1405,
analytic_distribution_model_1182,501.01.00,"{""1128"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1405,
analytic_distribution_model_1183,401.04.00,"{""1129"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1406,
analytic_distribution_model_1184,501.01.00,"{""1129"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1406,
analytic_distribution_model_1185,401.04.00,"{""1130"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1407,
analytic_distribution_model_1186,501.01.00,"{""1130"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1407,
analytic_distribution_model_1187,401.04.00,"{""1131"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1408,
analytic_distribution_model_1188,501.01.00,"{""1131"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1408,
analytic_distribution_model_1189,401.04.00,"{""1132"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1409,
analytic_distribution_model_1190,501.01.00,"{""1132"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1409,
analytic_distribution_model_1191,401.04.00,"{""1133"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1414,
analytic_distribution_model_1192,501.01.00,"{""1133"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1414,
analytic_distribution_model_1193,401.04.00,"{""1135"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1423,
analytic_distribution_model_1194,501.01.00,"{""1135"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1423,
analytic_distribution_model_1195,401.04.00,"{""1136"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1428,
analytic_distribution_model_1196,501.01.00,"{""1136"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1428,
analytic_distribution_model_1197,401.04.00,"{""1139"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1436,
analytic_distribution_model_1198,501.01.00,"{""1139"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1436,
analytic_distribution_model_1199,401.04.00,"{""1140"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1437,
analytic_distribution_model_1200,501.01.00,"{""1140"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1437,
analytic_distribution_model_1201,401.04.00,"{""1141"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1438,
analytic_distribution_model_1202,501.01.00,"{""1141"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1438,
analytic_distribution_model_1203,401.04.00,"{""1142"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1440,
analytic_distribution_model_1204,501.01.00,"{""1142"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1440,
analytic_distribution_model_1205,401.04.00,"{""1143"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1441,
analytic_distribution_model_1206,501.01.00,"{""1143"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1441,
analytic_distribution_model_1207,401.04.00,"{""1144"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1443,
analytic_distribution_model_1208,501.01.00,"{""1144"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1443,
analytic_distribution_model_1209,401.04.00,"{""1146"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1444,
analytic_distribution_model_1210,501.01.00,"{""1146"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1444,
analytic_distribution_model_1211,401.04.00,"{""1147"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1445,
analytic_distribution_model_1212,501.01.00,"{""1147"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1445,
analytic_distribution_model_1213,401.04.00,"{""1148"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1446,
analytic_distribution_model_1214,501.01.00,"{""1148"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1446,
analytic_distribution_model_1215,401.04.00,"{""1149"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1447,
analytic_distribution_model_1216,501.01.00,"{""1149"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1447,
analytic_distribution_model_1217,401.04.00,"{""1150"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1448,
analytic_distribution_model_1218,501.01.00,"{""1150"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1448,
analytic_distribution_model_1219,401.04.00,"{""1151"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1453,
analytic_distribution_model_1220,501.01.00,"{""1151"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1453,
analytic_distribution_model_1221,401.04.00,"{""1152"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1455,
analytic_distribution_model_1222,501.01.00,"{""1152"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1455,
analytic_distribution_model_1223,401.04.00,"{""1153"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1456,
analytic_distribution_model_1224,501.01.00,"{""1153"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1456,
analytic_distribution_model_1225,401.04.00,"{""1154"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1457,
analytic_distribution_model_1226,501.01.00,"{""1154"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1457,
analytic_distribution_model_1227,401.04.00,"{""1155"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1458,
analytic_distribution_model_1228,501.01.00,"{""1155"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1458,
analytic_distribution_model_1229,401.04.00,"{""1156"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1459,
analytic_distribution_model_1230,501.01.00,"{""1156"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1459,
analytic_distribution_model_1231,401.04.00,"{""1158"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1463,
analytic_distribution_model_1232,501.01.00,"{""1158"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1463,
analytic_distribution_model_1233,401.04.00,"{""1159"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1473,
analytic_distribution_model_1234,501.01.00,"{""1159"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1473,
analytic_distribution_model_1235,401.04.00,"{""1160"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1474,
analytic_distribution_model_1236,501.01.00,"{""1160"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1474,
analytic_distribution_model_1237,401.04.00,"{""1161"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1478,
analytic_distribution_model_1238,501.01.00,"{""1161"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1478,
analytic_distribution_model_1239,401.04.00,"{""1162"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1479,
analytic_distribution_model_1240,501.01.00,"{""1162"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1479,
analytic_distribution_model_1241,401.04.00,"{""1163"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1481,
analytic_distribution_model_1242,501.01.00,"{""1163"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1481,
analytic_distribution_model_1243,401.04.00,"{""1165"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1482,
analytic_distribution_model_1244,501.01.00,"{""1165"": 100.0}",marin_data.company_lmmr,marin_data.product_product_1482,
